Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Position,ID
James Robinson,1994-95,24,POR,NBA,4.8,71,25,1539,10.5,.357,.176,2.9,6.9,18.0,1.6,0.6,15.9,21.9,98,109,-0.3,1.5,1.2,.038,-1.3,-1.4,-2.7,-0.3,Guard,robinja02
John Starks,1994-95,29,NYK,NBA,4.7,80,78,2725,13.8,.575,.215,1.5,7.7,25.1,1.8,0.1,12.1,22.2,107,106,2.8,3.4,6.2,.109,2.2,-1.1,1.2,2.2,Guard,starkjo01
Danny Ainge,1994-95,35,PHO,NBA,4.6,74,1,1374,14.3,.507,.308,2.1,7.0,21.7,1.7,0.4,14.2,17.6,119,113,2.8,0.6,3.4,.118,2.1,-2.5,-0.4,0.6,Guard,aingeda01
Vinny Del Negro,1994-95,28,SAS,NBA,4.6,75,71,2360,13.8,.211,.211,1.4,7.5,14.6,1.3,0.4,6.3,16.7,120,109,4.6,2.2,6.8,.138,1.3,-0.4,0.9,1.8,Guard,delnevi01
Elliot Perry,1994-95,25,PHO,NBA,4.4,82,51,1977,17.3,.102,.332,3.0,5.8,28.8,3.9,0.1,19.5,18.3,114,109,3.3,1.9,5.2,.126,1.2,-0.5,0.8,1.4,Guard,perryel01
Kenny Smith,1994-95,29,HOU,NBA,4.4,81,81,2030,16.2,.558,.250,1.6,6.9,24.1,1.8,0.3,15.7,17.3,122,111,4.7,1.4,6.1,.144,2.8,-2.1,0.6,1.4,Guard,smithke01
B.J. Armstrong,1994-95,27,CHI,NBA,4.3,82,82,2577,15.1,.283,.261,1.1,7.4,14.7,1.7,0.2,9.4,19.0,119,108,5.4,2.8,8.1,.152,1.3,-1.2,0.2,1.4,Guard,armstbj01
Derek Harper,1994-95,33,NYK,NBA,4.2,80,80,2716,12.6,.386,.254,1.4,6.8,26.7,1.5,0.3,15.2,16.7,111,107,3.2,3.1,6.4,.113,0.4,-0.8,-0.4,1.1,Guard,harpede01
Nick Van Exel,1994-95,23,LAL,NBA,4.2,80,80,2944,16.3,.462,.271,1.0,7.4,33.6,1.7,0.1,15.1,21.3,113,113,5.0,1.3,6.4,.104,2.7,-3.0,-0.3,1.2,Guard,vanexni01
Spud Webb,1994-95,31,SAC,NBA,4.1,76,76,2458,13.7,.210,.351,1.4,6.8,29.8,1.6,0.2,18.9,17.7,111,110,3.1,2.0,5.1,.099,-0.1,-1.4,-1.5,0.3,Guard,webbsp01
Mahmoud Abdul-Rauf,1994-95,25,DEN,NBA,3.9,73,43,2082,17.8,.214,.155,1.9,5.9,23.0,1.9,0.3,10.0,25.8,112,112,3.8,1.3,5.0,.115,2.2,-2.8,-0.6,0.7,Guard,abdulma02
Avery Johnson,1994-95,29,SAS,NBA,3.9,82,82,3011,15.7,.025,.342,1.9,5.7,33.4,1.9,0.3,17.3,17.5,114,109,5.1,3.0,8.0,.128,0.8,-0.8,-0.1,1.5,Guard,johnsav01
Hubert Davis,1994-95,24,NYK,NBA,3.8,82,4,1697,14.7,.467,.194,2.2,5.3,15.2,1.1,0.5,11.5,20.4,116,109,3.1,1.7,4.8,.136,2.0,-2.1,0.0,0.8,Guard,davishu01
Steve Kerr,1994-95,29,CHI,NBA,3.8,82,0,1839,13.5,.343,.164,1.3,6.4,12.4,1.2,0.1,8.3,14.0,129,109,4.2,1.7,5.9,.153,1.2,-1.6,-0.4,0.7,Guard,kerrst01
Rex Walters,1994-95,24,NJN,NBA,3.5,80,30,1435,10.2,.418,.111,1.4,5.7,14.2,1.3,0.8,12.6,17.2,105,112,0.7,0.8,1.6,.052,-1.1,-2.1,-3.2,-0.4,Guard,waltere01
Lee Mayberry,1994-95,24,MIL,NBA,2.8,82,50,1744,9.9,.434,.203,1.4,4.3,23.9,1.5,0.2,19.3,14.0,107,115,1.2,0.4,1.6,.044,-1.5,-3.3,-4.8,-1.2,Guard,maybele01
Russell Westbrook,2016-17,28,OKC,NBA,17.1,81,81,2802,30.6,.300,.433,5.4,28.8,57.3,2.3,0.9,15.9,41.7,112,104,8.5,4.6,13.1,.224,10.9,4.7,15.5,12.4,Guard,westbru01
Jeremy Lamb,2016-17,24,CHO,NBA,12.7,62,5,1143,17.0,.297,.263,2.9,22.6,11.3,1.2,1.8,6.8,23.2,109,108,1.4,1.3,2.7,.115,-0.8,-0.9,-1.7,0.1,Guard,lambje01
James Harden,2016-17,27,HOU,NBA,12.2,81,81,2947,27.3,.493,.575,3.5,20.9,50.7,2.0,1.0,19.5,34.2,118,107,11.5,3.6,15.0,.245,8.7,1.5,10.1,9.0,Guard,hardeja01
Tony Allen,2016-17,35,MEM,NBA,11.7,71,66,1914,13.3,.091,.218,9.6,13.8,8.4,3.1,1.4,13.3,17.9,101,105,0.2,2.9,3.1,.077,-1.8,2.4,0.6,1.3,Guard,allento01
Justin Anderson,2016-17,23,TOT,NBA,11.3,75,10,1228,13.9,.443,.295,6.2,16.9,8.8,1.7,1.6,11.8,20.9,104,109,0.6,1.3,1.9,.075,-1.2,-0.3,-1.5,0.1,Guard,anderju01
Patrick Beverley,2016-17,28,HOU,NBA,10.4,67,67,2058,13.0,.529,.175,5.0,15.9,18.8,2.3,1.0,14.6,14.1,116,108,2.9,2.4,5.3,.123,0.8,1.5,2.3,2.2,Guard,beverpa01
Rajon Rondo,2016-17,30,CHI,NBA,10.4,69,42,1843,13.6,.237,.089,4.2,16.6,37.0,2.7,0.5,22.4,17.8,99,105,-0.3,2.7,2.3,.061,-1.3,1.6,0.3,1.1,Guard,rondora01
Terry Rozier,2016-17,22,BOS,NBA,10.0,74,0,1263,10.8,.436,.161,3.6,16.3,15.2,1.8,0.7,9.7,17.1,100,108,0.0,1.4,1.4,.054,-2.5,0.0,-2.5,-0.2,Guard,roziete01
Glenn Robinson,2016-17,23,IND,NBA,9.6,69,27,1426,11.4,.369,.224,4.5,14.6,4.7,1.4,1.2,9.0,12.9,112,110,1.3,1.2,2.5,.084,-1.2,-0.2,-1.4,0.2,Guard,robingl02
Andre Roberson,2016-17,25,OKC,NBA,9.4,79,79,2376,9.6,.396,.240,4.6,14.2,4.6,1.9,2.7,9.1,10.0,108,107,1.1,3.1,4.2,.085,-2.1,2.1,0.1,1.2,Guard,roberan03
Thabo Sefolosha,2016-17,32,ATL,NBA,9.3,62,42,1596,11.9,.304,.190,3.8,14.7,9.9,3.0,1.7,11.9,13.3,105,103,0.6,2.7,3.3,.098,-1.9,3.1,1.2,1.3,Guard,sefolth01
Jimmy Butler,2016-17,27,CHI,NBA,9.0,76,75,2809,25.1,.198,.540,4.9,13.2,24.8,2.6,0.9,9.3,26.5,123,106,10.0,3.8,13.8,.236,5.8,1.1,6.9,6.3,Guard,butleji01
Chris Paul,2016-17,31,LAC,NBA,8.8,61,61,1921,26.2,.385,.331,2.5,14.9,46.8,3.0,0.3,14.0,24.4,126,106,8.0,2.6,10.6,.264,7.7,0.9,8.6,5.2,Guard,paulch01
Elfrid Payton,2016-17,22,ORL,NBA,8.7,82,58,2412,17.2,.160,.231,3.9,13.8,35.7,1.8,1.3,15.0,21.6,107,111,2.4,2.0,4.4,.088,0.7,0.2,0.9,1.7,Guard,paytoel01
Will Barton,2016-17,26,DEN,NBA,8.4,60,19,1705,15.5,.352,.285,3.8,12.9,17.7,1.4,1.3,11.4,21.1,112,114,2.5,0.8,3.3,.092,1.3,-1.0,0.2,1.0,Guard,bartowi01
Sean Kilpatrick,2016-17,27,BRK,NBA,8.4,70,24,1754,13.1,.419,.329,1.3,15.4,14.6,1.2,0.3,13.9,23.9,101,112,0.3,1.1,1.4,.039,-1.2,-1.8,-3.0,-0.4,Guard,kilpase01
DeMar DeRozan,2016-17,27,TOR,NBA,8.3,74,74,2620,24.0,.080,.419,3.0,13.6,20.6,1.5,0.4,9.0,34.3,113,110,6.7,2.4,9.0,.166,2.4,-1.5,0.9,1.9,Guard,derozde01
Andre Iguodala,2016-17,33,GSW,NBA,8.3,76,0,1998,14.3,.427,.246,3.0,13.1,16.7,1.8,1.5,11.2,11.2,129,105,4.1,2.9,6.9,.167,1.3,1.7,3.0,2.5,Guard,iguodan01
Evan Turner,2016-17,28,POR,NBA,8.3,65,12,1658,11.4,.214,.187,2.4,14.2,18.4,1.6,1.2,14.3,18.5,100,111,0.0,1.2,1.2,.035,-2.5,-0.1,-2.6,-0.3,Guard,turneev01
Dwyane Wade,2016-17,35,CHI,NBA,8.2,60,59,1792,18.5,.152,.294,3.8,12.6,22.4,2.4,1.8,11.3,29.6,103,106,0.9,2.5,3.4,.090,0.4,0.6,1.0,1.4,Guard,wadedw01
Eric Bledsoe,2016-17,27,PHO,NBA,8.0,66,66,2176,20.6,.300,.443,2.5,13.8,31.1,2.0,1.2,15.3,28.1,111,112,4.0,1.4,5.4,.119,3.7,-0.4,3.3,2.9,Guard,bledser01
Buddy Hield,2016-17,23,TOT,NBA,7.8,82,55,1888,11.8,.493,.099,2.0,13.5,10.3,1.0,0.4,11.2,21.4,100,112,0.0,1.3,1.3,.032,-0.9,-1.9,-2.8,-0.4,Guard,hieldbu01
DeAndre Liggins,2016-17,28,TOT,NBA,7.7,62,19,777,7.5,.324,.282,2.9,12.2,9.2,3.0,1.5,20.8,11.6,92,107,-0.4,0.9,0.5,.031,-3.9,1.8,-2.1,0.0,Guard,liggide01
Joe Johnson,2016-17,35,UTA,NBA,7.6,78,14,1843,12.7,.412,.123,2.1,12.7,12.6,1.0,0.8,9.5,18.5,109,108,1.7,2.1,3.8,.098,-0.1,-0.1,-0.2,0.8,Guard,johnsjo02
Damian Lillard,2016-17,26,POR,NBA,7.6,75,75,2694,24.1,.388,.366,1.9,13.3,28.7,1.3,0.6,10.2,31.5,118,113,8.8,1.5,10.3,.184,6.4,-2.0,4.3,4.3,Guard,lillada01
Justin Holiday,2016-17,27,NYK,NBA,7.4,82,4,1639,12.7,.507,.149,1.8,13.1,9.2,2.0,1.5,10.3,16.9,108,111,1.3,1.2,2.5,.073,-0.3,-0.8,-1.1,0.4,Guard,holidju01
Tyler Johnson,2016-17,24,MIA,NBA,7.4,73,0,2178,15.9,.303,.308,2.5,12.5,16.6,1.9,1.6,8.8,20.9,112,107,3.1,2.7,5.8,.128,0.7,0.7,1.5,1.9,Guard,johnsty01
Stephen Curry,2016-17,28,GSW,NBA,7.3,79,79,2638,24.7,.547,.251,2.7,11.4,31.1,2.6,0.5,12.9,30.1,119,105,8.7,3.9,12.6,.229,7.8,-0.4,7.4,6.2,Guard,curryst01
Kris Dunn,2016-17,22,MIN,NBA,7.3,78,7,1333,8.1,.233,.188,2.1,12.6,19.4,3.0,2.3,20.8,14.2,90,109,-1.2,1.3,0.1,.004,-3.7,1.5,-2.2,-0.1,Guard,dunnkr01
Rodney Hood,2016-17,24,UTA,NBA,7.3,59,55,1593,12.4,.459,.173,1.2,13.1,10.1,1.3,0.6,8.3,22.9,104,107,0.7,1.9,2.6,.079,-0.3,-0.9,-1.2,0.3,Guard,hoodro01
Bojan Bogdanovic,2016-17,27,TOT,NBA,7.2,81,54,2083,13.5,.464,.288,1.9,12.3,8.7,0.8,0.3,12.0,22.4,108,114,2.0,0.9,2.9,.067,-0.1,-2.8,-2.8,-0.4,Guard,bogdabo02
Vince Carter,2016-17,40,MEM,NBA,7.2,73,15,1799,11.7,.604,.235,2.2,12.5,11.5,1.7,1.9,8.5,14.9,112,108,1.9,2.1,4.0,.106,0.1,0.9,1.0,1.4,Guard,cartevi01
Kyle Lowry,2016-17,30,TOR,NBA,7.2,60,60,2244,22.9,.510,.398,2.4,12.0,29.9,2.0,0.7,13.8,24.9,123,109,7.8,2.3,10.1,.216,7.1,-0.5,6.6,4.9,Guard,lowryky01
Rodney McGruder,2016-17,25,MIA,NBA,7.2,78,65,1966,9.1,.478,.154,5.3,9.2,8.8,1.2,0.7,10.2,12.3,108,110,1.2,1.7,2.9,.072,-0.8,0.5,-0.4,0.8,Guard,mcgruro01
C.J. Miles,2016-17,29,IND,NBA,7.2,76,29,1776,13.7,.632,.144,1.9,12.4,4.1,1.3,1.2,5.5,18.4,115,111,2.7,1.4,4.0,.109,1.5,-2.1,-0.5,0.7,Guard,milescj01
Victor Oladipo,2016-17,24,OKC,NBA,7.2,67,67,2222,13.6,.378,.165,1.9,12.6,12.5,1.7,0.8,10.6,21.4,106,109,1.7,2.3,4.0,.086,-0.4,-0.9,-1.3,0.4,Guard,oladivi01
Ricky Rubio,2016-17,26,MIN,NBA,7.2,75,75,2469,16.8,.302,.438,3.2,11.4,38.9,2.6,0.3,20.1,17.4,115,112,4.5,1.7,6.1,.119,1.7,-1.0,0.8,1.7,Guard,rubiori01
Raymond Felton,2016-17,32,LAC,NBA,7.1,80,11,1700,10.9,.280,.125,2.2,11.8,16.3,2.0,1.1,13.3,16.5,101,109,0.2,1.8,2.0,.055,-1.8,0.9,-0.9,0.5,Guard,feltora01
Marcus Smart,2016-17,22,BOS,NBA,7.1,79,24,2399,12.0,.442,.334,3.7,10.5,22.0,2.6,1.1,15.6,18.8,102,108,0.5,2.7,3.2,.064,-1.1,0.8,-0.3,1.0,Guard,smartma01
Danny Green,2016-17,29,SAS,NBA,7.0,68,68,1807,10.2,.693,.071,2.0,11.8,9.6,2.0,2.6,14.1,13.5,103,104,0.4,3.0,3.4,.090,-0.3,2.7,2.4,2.0,Guard,greenda02
Jeff Teague,2016-17,28,IND,NBA,7.0,82,82,2657,19.2,.278,.457,1.4,12.4,36.4,1.9,1.1,16.5,22.0,115,110,5.7,2.4,8.1,.147,2.4,-0.5,1.9,2.6,Guard,teaguje01
Manu Ginobili,2016-17,39,SAS,NBA,6.9,69,0,1291,13.9,.517,.244,2.5,11.1,20.8,3.2,1.0,16.5,20.4,104,102,0.6,2.4,3.0,.110,0.5,1.4,1.9,1.3,Guard,ginobma01
Norman Powell,2016-17,23,TOR,NBA,6.9,76,18,1368,14.0,.342,.314,2.2,11.7,9.3,1.9,0.9,10.8,21.1,109,109,1.4,1.4,2.8,.097,-0.4,-1.2,-1.5,0.2,Guard,powelno01
Devin Harris,2016-17,33,DAL,NBA,6.8,65,0,1087,13.8,.519,.378,1.1,13.0,20.0,2.1,0.6,12.5,19.7,108,109,1.1,1.1,2.2,.096,-0.1,-0.3,-0.4,0.4,Guard,harride01
Cory Joseph,2016-17,25,TOR,NBA,6.7,80,22,2003,13.2,.204,.185,2.9,10.4,20.0,1.7,0.6,13.2,18.4,108,110,1.7,1.7,3.4,.081,-0.4,-0.4,-0.8,0.6,Guard,josepco01
Jamal Murray,2016-17,19,DEN,NBA,6.7,82,10,1764,12.0,.472,.165,2.6,10.7,14.0,1.5,1.1,12.6,21.6,103,114,0.7,0.7,1.4,.038,-0.4,-2.0,-2.5,-0.2,Guard,murraja01
D'Angelo Russell,2016-17,20,LAL,NBA,6.7,63,60,1811,15.3,.443,.217,1.8,11.9,26.8,2.3,0.7,15.6,26.6,101,113,0.3,1.0,1.3,.034,1.1,-1.6,-0.5,0.7,Guard,russeda01
Ish Smith,2016-17,28,DET,NBA,6.6,81,32,1955,14.7,.140,.136,1.1,12.4,32.5,1.6,1.4,12.4,20.5,103,108,0.9,2.2,3.1,.076,-1.2,0.4,-0.8,0.6,Guard,smithis01
Spencer Dinwiddie,2016-17,23,BRK,NBA,6.5,59,18,1334,12.7,.334,.526,2.2,10.7,20.3,1.6,1.3,15.1,14.1,116,112,1.9,0.9,2.8,.101,-0.7,-0.2,-0.9,0.4,Guard,dinwisp01
T.J. McConnell,2016-17,24,PHI,NBA,6.5,81,51,2133,13.6,.107,.176,2.0,11.0,37.5,3.0,0.4,22.5,14.5,106,108,1.4,2.3,3.7,.084,-2.1,0.0,-2.0,0.0,Guard,mccontj01
Jonathon Simmons,2016-17,27,SAS,NBA,6.5,78,8,1392,9.9,.242,.314,1.7,11.1,13.2,1.7,1.5,13.7,18.0,100,105,-0.1,2.1,2.0,.068,-2.8,0.9,-1.9,0.0,Guard,simmojo02
John Wall,2016-17,26,WAS,NBA,6.5,78,78,2836,23.2,.190,.368,2.3,10.7,46.9,2.7,1.5,16.2,30.6,110,108,5.7,3.0,8.8,.149,3.8,0.3,4.1,4.4,Guard,walljo01
Kent Bazemore,2016-17,27,ATL,NBA,6.4,73,64,1963,11.5,.368,.233,2.6,10.2,14.2,2.3,2.3,13.6,20.5,97,106,-0.6,2.8,2.1,.052,-2.0,1.2,-0.8,0.6,Guard,bazemke01
Randy Foye,2016-17,33,BRK,NBA,6.4,69,40,1284,7.3,.625,.194,0.8,11.9,15.2,1.3,0.5,18.5,14.4,95,113,-0.6,0.7,0.2,.006,-3.0,-1.0,-3.9,-0.6,Guard,foyera01
Jrue Holiday,2016-17,26,NOP,NBA,6.4,67,61,2190,17.1,.314,.188,2.2,10.6,35.9,2.2,1.6,16.7,23.5,104,108,1.2,2.6,3.8,.084,1.2,0.5,1.7,2.0,Guard,holidjr01
Ben McLemore,2016-17,23,SAC,NBA,6.4,61,26,1176,9.8,.406,.222,1.9,10.8,6.9,1.2,0.5,11.9,20.1,99,114,-0.1,0.5,0.4,.015,-2.1,-2.7,-4.8,-0.8,Guard,mclembe01
Derrick Rose,2016-17,28,NYK,NBA,6.4,64,64,2082,17.0,.061,.259,3.4,9.3,22.8,1.1,0.7,11.9,25.7,108,115,2.4,0.6,3.0,.068,0.2,-2.2,-1.9,0.0,Guard,rosede01
Malcolm Brogdon,2016-17,24,MIL,NBA,6.3,75,28,1982,14.9,.304,.198,2.8,9.6,24.4,2.2,0.5,14.1,18.5,111,111,2.6,1.5,4.1,.100,0.7,-1.1,-0.5,0.8,Guard,brogdma01
Goran Dragic,2016-17,30,MIA,NBA,6.3,73,73,2459,19.8,.256,.336,2.7,9.9,29.0,1.8,0.4,14.1,27.1,113,109,5.0,2.6,7.6,.147,3.4,-0.7,2.7,2.9,Guard,dragigo01
Dante Exum,2016-17,21,UTA,NBA,6.2,66,26,1228,8.5,.409,.201,2.9,9.3,14.2,0.9,0.8,16.8,18.1,100,109,-0.1,1.3,1.2,.046,-2.0,-0.5,-2.5,-0.2,Guard,exumda01
Shaun Livingston,2016-17,31,GSW,NBA,6.2,76,3,1345,10.1,.009,.190,2.4,9.4,13.5,1.4,1.2,15.1,12.9,110,108,1.1,1.6,2.6,.094,-2.5,0.5,-2.0,0.0,Guard,livinsh01
Iman Shumpert,2016-17,26,CLE,NBA,6.2,76,31,1937,9.0,.534,.184,2.3,9.9,7.8,1.6,1.1,12.9,13.9,104,112,0.7,1.4,2.0,.050,-1.3,0.0,-1.3,0.3,Guard,shumpim01
Tony Snell,2016-17,25,MIL,NBA,6.2,80,80,2336,9.7,.656,.107,1.1,11.1,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,3.4,.071,0.2,-1.1,-0.8,0.7,Guard,snellto01
Kemba Walker,2016-17,26,CHO,NBA,6.2,79,79,2739,21.3,.415,.248,1.8,10.6,29.1,1.6,0.7,9.5,29.2,113,111,5.8,2.2,8.0,.141,5.3,-1.8,3.6,3.9,Guard,walkeke02
Gerald Henderson,2016-17,29,PHI,NBA,6.1,72,41,1667,10.8,.313,.299,2.2,10.0,10.5,1.2,0.7,9.2,17.9,106,112,1.0,1.0,2.0,.059,-1.9,-1.2,-3.1,-0.5,Guard,hendege02
Garrett Temple,2016-17,30,SAC,NBA,6.1,65,21,1728,11.2,.509,.171,2.2,10.0,14.5,2.5,1.5,14.4,14.2,106,111,0.9,1.3,2.2,.062,-0.3,0.6,0.3,1.0,Guard,templga01
Mike Conley,2016-17,29,MEM,NBA,6.0,69,68,2292,23.2,.416,.364,1.5,10.8,34.5,2.1,0.8,11.7,26.3,121,108,7.5,2.5,10.0,.209,6.5,-0.7,5.8,4.5,Guard,conlemi01
Tim Frazier,2016-17,26,NOP,NBA,6.0,65,35,1525,12.4,.317,.319,2.3,9.7,31.4,1.8,0.3,18.0,16.3,106,110,1.0,1.4,2.4,.075,-1.5,-0.7,-2.2,-0.1,Guard,fraziti01
Ty Lawson,2016-17,29,SAC,NBA,6.0,69,24,1732,15.4,.226,.416,3.0,8.9,30.0,2.2,0.3,17.3,19.5,110,113,2.2,1.0,3.2,.088,0.2,-1.5,-1.3,0.3,Guard,lawsoty01
Wesley Matthews,2016-17,30,DAL,NBA,6.0,73,73,2495,11.9,.566,.211,0.8,11.8,13.6,1.6,0.6,9.9,19.4,104,110,1.0,2.1,3.1,.060,0.2,-0.1,0.1,1.3,Guard,matthwe02
Leandro Barbosa,2016-17,34,PHO,NBA,5.9,67,0,963,11.5,.250,.115,1.6,10.3,13.0,1.5,0.7,10.4,20.0,103,114,0.3,0.4,0.6,.031,-2.0,-2.1,-4.1,-0.5,Guard,barbole01
Ian Clark,2016-17,25,GSW,NBA,5.9,77,0,1137,13.1,.376,.134,2.3,9.1,11.2,1.7,0.6,10.7,19.5,108,108,1.0,1.3,2.3,.099,-0.6,-1.4,-2.0,0.0,Guard,clarkia01
Brandon Jennings,2016-17,27,TOT,NBA,5.9,81,13,1802,12.0,.471,.284,1.8,10.0,30.4,1.9,0.2,17.7,17.6,104,113,0.7,1.0,1.7,.045,-0.8,-2.2,-3.0,-0.4,Guard,jennibr01
Klay Thompson,2016-17,26,GSW,NBA,5.9,78,78,2649,17.4,.470,.158,2.2,9.2,9.3,1.2,1.2,8.0,26.1,111,108,4.2,2.9,7.1,.128,2.4,-2.1,0.3,1.5,Guard,thompkl01
Isaiah Whitehead,2016-17,21,BRK,NBA,5.9,73,26,1643,7.5,.293,.222,2.1,9.6,17.7,1.2,1.7,20.3,18.2,91,113,-1.8,0.9,-0.8,-.024,-4.3,-0.6,-4.9,-1.2,Guard,whiteis01
Jerian Grant,2016-17,24,CHI,NBA,5.8,63,28,1028,13.1,.445,.243,1.8,9.9,17.3,2.3,0.6,11.7,16.0,114,108,1.3,1.2,2.5,.118,0.0,-0.3,-0.3,0.4,Guard,grantje02
Kyle Korver,2016-17,35,TOT,NBA,5.8,67,22,1753,12.1,.698,.082,0.5,10.9,9.4,0.9,1.0,11.5,15.1,116,111,2.4,1.3,3.7,.101,0.8,-1.1,-0.2,0.8,Guard,korveky01
C.J. McCollum,2016-17,25,POR,NBA,5.8,80,80,2796,19.9,.305,.204,2.4,9.2,18.0,1.3,1.2,9.9,27.5,114,113,6.2,1.4,7.6,.131,3.3,-2.2,1.0,2.1,Guard,mccolcj01
Monta Ellis,2016-17,31,IND,NBA,5.7,74,33,1998,10.0,.242,.230,1.1,10.3,17.2,2.0,1.2,18.0,16.8,97,110,-0.7,1.7,1.1,.026,-2.5,0.2,-2.3,-0.2,Guard,ellismo01
Tim Hardaway,2016-17,24,ATL,NBA,5.7,79,30,2154,15.2,.457,.235,1.8,9.5,14.3,1.3,0.6,9.5,22.5,110,109,2.7,2.1,4.8,.107,1.3,-1.5,-0.3,0.9,Guard,hardati02
Courtney Lee,2016-17,31,NYK,NBA,5.7,77,74,2459,12.1,.382,.139,2.4,9.1,10.6,1.6,0.8,8.4,14.4,115,114,3.1,1.1,4.2,.081,0.6,-0.7,-0.2,1.1,Guard,leeco01
Sergio Rodriguez,2016-17,30,PHI,NBA,5.7,68,30,1518,11.0,.470,.050,1.5,9.9,35.4,1.5,0.2,18.9,19.3,99,112,-0.3,1.0,0.7,.022,-1.6,-2.4,-3.9,-0.7,Guard,rodrise01
Nik Stauskas,2016-17,23,PHI,NBA,5.7,80,27,2188,9.0,.566,.237,1.1,10.3,12.9,1.0,1.2,15.5,16.4,100,112,0.1,1.4,1.4,.032,-1.7,-0.7,-2.4,-0.2,Guard,stausni01
Jordan Clarkson,2016-17,24,LAL,NBA,5.6,82,19,2397,13.1,.332,.157,2.2,9.3,14.4,1.8,0.3,12.5,23.3,102,115,0.5,0.7,1.2,.024,-0.5,-2.3,-2.7,-0.5,Guard,clarkjo01
Langston Galloway,2016-17,25,TOT,NBA,5.6,74,2,1495,10.4,.565,.117,1.9,9.3,9.4,1.5,0.3,7.4,18.4,101,111,0.2,1.1,1.3,.041,-0.9,-1.7,-2.6,-0.2,Guard,gallola01
Lou Williams,2016-17,30,TOT,NBA,5.6,81,1,1994,21.4,.446,.458,1.4,9.9,19.9,1.9,0.8,11.8,29.1,115,113,5.1,1.0,6.1,.147,3.7,-3.0,0.8,1.4,Guard,willilo02
Marco Belinelli,2016-17,30,CHO,NBA,5.5,74,0,1778,13.3,.459,.273,0.9,10.2,13.1,1.2,0.4,9.2,19.2,110,112,2.0,1.2,3.2,.087,0.1,-2.0,-1.9,0.1,Guard,belinma01
Allen Crabbe,2016-17,24,POR,NBA,5.5,79,7,2254,11.6,.467,.192,0.9,10.2,6.1,1.2,0.7,8.1,14.9,117,114,3.1,1.0,4.1,.088,0.3,-1.4,-1.1,0.5,Guard,crabbal01
Malcolm Delaney,2016-17,27,ATL,NBA,5.5,73,2,1248,7.6,.284,.240,1.0,9.9,23.1,1.5,0.1,18.0,18.3,92,109,-1.1,1.3,0.2,.006,-4.6,-1.2,-5.8,-1.2,Guard,delanma01
Dennis Schroder,2016-17,23,ATL,NBA,5.5,79,78,2485,16.1,.242,.210,1.9,9.0,35.5,1.5,0.6,16.3,27.8,103,109,1.2,2.5,3.7,.071,0.7,-1.4,-0.7,0.8,Guard,schrode01
Kentavious Caldwell-Pope,2016-17,23,DET,NBA,5.3,76,75,2529,12.9,.471,.199,2.3,8.7,11.3,1.8,0.4,7.9,19.2,107,109,2.0,2.5,4.6,.087,0.9,0.0,0.9,1.9,Guard,caldwke01
Andrew Harrison,2016-17,22,MEM,NBA,5.3,72,18,1474,8.7,.433,.539,1.7,9.0,20.0,1.9,1.3,16.0,16.4,100,109,0.0,1.5,1.6,.051,-2.4,0.0,-2.5,-0.2,Guard,harrian01
Patrick McCaw,2016-17,21,GSW,NBA,5.2,71,20,1074,8.6,.502,.151,2.4,7.6,9.0,1.4,1.1,12.1,11.9,107,108,0.6,1.2,1.7,.077,-1.6,-0.1,-1.7,0.1,Guard,mccawpa01
Jameer Nelson,2016-17,34,DEN,NBA,5.2,75,39,2045,11.5,.452,.104,1.5,8.8,26.0,1.3,0.3,16.8,15.8,111,116,2.3,0.5,2.8,.065,0.4,-2.3,-2.0,0.0,Guard,nelsoja01
Seth Curry,2016-17,26,DAL,NBA,5.1,70,42,2029,15.5,.458,.142,1.4,9.1,15.9,2.0,0.3,11.0,19.5,113,110,2.9,1.7,4.6,.109,1.8,-0.4,1.4,1.7,Guard,curryse01
Evan Fournier,2016-17,24,ORL,NBA,5.1,68,66,2234,13.9,.387,.298,2.1,8.3,14.8,1.5,0.1,11.8,23.5,106,114,1.7,1.1,2.8,.059,0.8,-2.2,-1.3,0.4,Guard,fournev01
Deron Williams,2016-17,32,TOT,NBA,5.1,64,44,1657,13.9,.389,.181,0.9,9.4,35.9,1.0,0.4,17.5,22.1,106,113,1.4,0.9,2.4,.068,0.2,-2.4,-2.3,-0.1,Guard,willide01
Bradley Beal,2016-17,23,WAS,NBA,5.0,77,77,2684,20.1,.418,.259,2.2,7.8,16.2,1.5,0.7,9.6,26.5,117,112,6.8,1.6,8.5,.151,4.5,-2.4,2.2,2.8,Guard,bealbr01
Devin Booker,2016-17,20,PHO,NBA,5.0,78,78,2730,14.6,.283,.308,1.8,8.3,16.3,1.3,0.6,12.9,28.6,103,116,1.4,0.6,2.0,.035,0.4,-2.7,-2.3,-0.2,Guard,bookede01
Semaj Christon,2016-17,24,OKC,NBA,5.0,64,1,973,5.7,.283,.139,2.2,7.9,18.1,1.4,0.5,15.4,12.2,91,111,-0.7,0.8,0.1,.006,-5.0,-1.3,-6.3,-1.1,Guard,chrisse01
